"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"176","David Lynch faz refer√™ncias dos seus pr√≥prios filmes dentro de ""Twin Peaks"", assim como o Stephen King faz nos livros dele. G√™nios.",FALSE,0,NA,2017-06-26 02:17:25,FALSE,NA,"879161645712494596",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","unapologeticmm",0,FALSE,FALSE,NA,NA
"177","Between Twin Peaks Episode 8 and Transformers: The Last Knight, it's been a good week for the American avant-garde",FALSE,1,NA,2017-06-26 02:15:51,FALSE,NA,"879161253574397952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jmslaymaker",0,FALSE,FALSE,NA,NA
"178","This episode in season 2 of Twin Peaks was so dark. So disturbing. So gripping.",FALSE,0,NA,2017-06-26 02:13:32,FALSE,NA,"879160668762583040",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Kyoufu2011",0,FALSE,FALSE,NA,NA
"179","@foxybingo hahaha nothing like @imheathergraham to end off the weirdest twin peaks episode ever! #howsannie  #shesthefox",FALSE,0,"foxybingo",2017-06-26 02:12:53,FALSE,NA,"879160507726475265","65357627","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JPK76",0,FALSE,FALSE,NA,NA
"180","The imagery from this week's Twin Peaks is next level. Haunting, beautiful, disgusting, disturbing, confounding. Pure art, total genius",FALSE,3,NA,2017-06-26 02:10:55,FALSE,NA,"879160011133517825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidFPoole",0,FALSE,FALSE,NA,NA
"181","That Twin Peaks episode...",FALSE,0,NA,2017-06-26 02:09:49,FALSE,NA,"879159734359773185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimworrad",0,FALSE,FALSE,NA,NA
"182","Nine Inch Nails Perform on ‚ÄúTwin Peaks‚Äù: Watch: ‚ÄúThe‚Äù Nine Inch Nails are the latest band‚Ä¶ https://t.co/5C2kAP7G8q",FALSE,0,NA,2017-06-26 02:08:23,FALSE,NA,"879159373590933504",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","pixmusicbox",0,FALSE,FALSE,NA,NA
"183","Calling all #TwinPeaks fans: Let's talk about 'The Return: Part 8': https://t.co/PiKFrybVLL https://t.co/KSqaMQjGH7",FALSE,3,NA,2017-06-26 02:05:17,FALSE,NA,"879158595887276033",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FOXCinemas",1,FALSE,FALSE,NA,NA
"184","Idk if im watching twin peaks or some fucked up earserhead sequel right now. This show is fucked.",FALSE,1,NA,2017-06-26 02:00:05,FALSE,NA,"879157285825785856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","octoberrvst",0,FALSE,FALSE,NA,NA
"185","Twin Peaks:1955#twinpeaks",FALSE,0,NA,2017-06-26 01:59:37,FALSE,NA,"879157170239135747",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","HydraWhovian",0,FALSE,FALSE,NA,NA
"186","I am officially not smart enough for this episode of Twin Peaks.",FALSE,8,NA,2017-06-26 01:48:53,FALSE,NA,"879154465055682560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chelseagsummers",0,FALSE,FALSE,NA,NA
"187","Episode 8 of Twin Peaks is Lynch's finest hour since Eraserhead, right?",FALSE,4,NA,2017-06-26 01:48:05,FALSE,NA,"879154265117339648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8minutesidle",1,FALSE,FALSE,NA,NA
"188","Nine Inch Nails Perform on ‚ÄúTwin Peaks‚Äù: Watch https://t.co/5B9Horj4pr https://t.co/oiuukHMYb7",FALSE,0,NA,2017-06-26 01:38:06,FALSE,NA,"879151752905342976",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","FayeLewis85",0,FALSE,FALSE,NA,NA
"189","This is the episode of Twin Peaks that makes anybody even slightly normal bail on it forever. AKA the best episode.",FALSE,1,NA,2017-06-26 01:35:57,FALSE,NA,"879151211114516481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cuthpaste",0,FALSE,FALSE,NA,NA
"190","Did the Nine Inch Nails really just make a random appearance in Twin Peaks? Are they from the Black Lodge?",FALSE,0,NA,2017-06-26 01:26:45,FALSE,NA,"879148896899014656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Assimilatethis",0,FALSE,FALSE,NA,NA
"191","With #TwinPeaks back on to TV, its iconic creator david_lynch has a few things to say about it https://t.co/dMKvO2rgSD",FALSE,0,NA,2017-06-26 01:25:15,FALSE,NA,"879148520187592704",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FOXCinemas",0,FALSE,FALSE,NA,NA
"192","Nine Inch Nails Perform on ‚ÄúTwin Peaks‚Äù: Watch https://t.co/cKyjLzVXPA #MyJam #NewMusic https://t.co/uEzTFx44rc",FALSE,1,NA,2017-06-26 01:22:27,FALSE,NA,"879147816517595138",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","akanoodles",0,FALSE,FALSE,NA,NA
"193","I just realised that Twin Peaks and Game Of Thrones will clash in a few weeks#twinpeaks #GameofThrones",FALSE,0,NA,2017-06-26 01:21:11,FALSE,NA,"879147498111217664",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","HydraWhovian",0,FALSE,FALSE,NA,NA
"194","Nine Inch Nails are in Twin Peaks. I used to listen to NIN, this seems very strange to me now Ì†æÌ¥î",FALSE,1,NA,2017-06-26 01:13:32,FALSE,NA,"879145572845973509",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","monkeywonder",0,FALSE,FALSE,NA,NA
"195","Our #TwinPeaks reviews continue as @Bazgreenland catches up on part seven... https://t.co/STKdCrHbIY #EpisodeReview https://t.co/BwfSnnQN0b",FALSE,0,NA,2017-06-26 01:11:34,FALSE,NA,"879145075715973121",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","thedigitalfix",1,FALSE,FALSE,NA,NA
"196","I know people always joke about not understanding what just happened in twin peaks but 4 real what just happened in #TwinPeaks",FALSE,2,NA,2017-06-26 01:11:10,FALSE,NA,"879144973861519365",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Georgedean98",1,FALSE,FALSE,NA,NA
"197","Uhhhhh who else is watching Twin Peaks",FALSE,0,NA,2017-06-26 01:10:43,FALSE,NA,"879144861093507072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlexBPArt",0,FALSE,FALSE,NA,NA
"198","watching Twin Peaks",FALSE,0,NA,2017-06-26 01:03:55,FALSE,NA,"879143149423218688",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TheYoungDoctor",0,FALSE,FALSE,NA,NA
"199","Twin Peaks √© bom porque n√£o d√° para entender nada ent√£o ningu√©m te da spoiler!",FALSE,0,NA,2017-06-26 01:02:44,FALSE,NA,"879142854513356800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fee_talarico",0,FALSE,FALSE,NA,NA
"200","Twin Peaks time. Shush now.",FALSE,0,NA,2017-06-26 01:01:56,FALSE,NA,"879142652519866370",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","mattadamkeay",0,FALSE,FALSE,NA,NA
"201","Why the new Twin Peaks is way better than the original https://t.co/BhSIEPSciq",FALSE,0,NA,2017-06-26 00:59:53,FALSE,NA,"879142135882289152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mamapie",0,FALSE,FALSE,NA,NA
"202","Twin Peaks time - will return this world soon, but first... a place both wonderful &amp; strange is calling.",FALSE,1,NA,2017-06-26 00:59:28,FALSE,NA,"879142031360184321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CMWAshby",0,FALSE,FALSE,NA,NA
"203","@beththeslayer Twin Peaks is on in five minutes...",FALSE,0,"beththeslayer",2017-06-26 00:55:59,FALSE,"879140747181785090","879141153567682560","1048587690","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Popfictional",0,FALSE,FALSE,NA,NA
"204","Excelentes cap√≠tulos finales de ""Better Call Saul"" y ""Twin Peaks"". 
Sublime lo de ""HoC""",FALSE,2,NA,2017-06-26 00:46:52,FALSE,NA,"879138861221371905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thecariadmom",0,FALSE,FALSE,NA,NA
"205","TWIN PEAKS 50 MINS TO GO CANT WAIT!! @sherilynfenn1 @Kyle_MacLachlan @madchenamick @OKimmyrobertson @mspeggylipton @Julescruiser LETS ROCK!‚ù§",FALSE,0,NA,2017-06-26 00:08:08,FALSE,NA,"879129111419133952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shawtime78",0,FALSE,FALSE,NA,NA
